disease_id	name	description
DOID:2222	factor X deficiency	
DOID:2223	platelet storage pool deficiency	
DOID:2224	essential thrombocythemia	A myeloproliferative neoplasm that is characterized by sustained thrombocytosis in the blood, increased numbers of large, mature megakaryocytes in the bone marrow, and episodes of thrombosis and/or hemorrhage and that results_in the overproduction of platelets.
DOID:2226	myeloproliferative neoplasm	A myeloid neoplasm that is characterized by a group of slow growing blood cancers in which large numbers of abnormal red blood cells, white blood cells, or platelets grow and spread in the bone marrow and the peripheral blood.
DOID:2228	thrombocytosis	A blood platelet disease that is characterized by the presence of high platelet counts in the blood.
DOID:2229	factor XI deficiency	
DOID:223	basilar artery insufficiency	
DOID:2231	factor XII deficiency	
DOID:2234	focal epilepsy	An epilepsy syndrome that is characterised by seizures that are preceded by an isolated disturbance of a cerebral function and arise from an epileptic focus, a small portion of the brain that serves as the irritant driving the epileptic response.
DOID:2235	prothrombin deficiency	
DOID:2236	congenital afibrinogenemia	
DOID:2237	hepatitis	
DOID:2239	granulomatous hepatitis	
DOID:224	transient cerebral ischemia	
DOID:2247	spondylosis	An bone structure disease that involves degeneration between vertebra located_in vertebral column.
DOID:225	syndrome	A disease comprised of a group of signs and symptoms that occur together and characterize a particular abnormality.
DOID:2251	hypertrophic elongation of cervix	
DOID:2253	cervix disease	
DOID:2256	osteochondrodysplasia	A bone development disease that results_in defective development of cartilage or bone.
DOID:227	ankylosis	Ankylosis is a arthropathy where there is a stiffness of a joint, the result of injury or disease. The rigidity may be complete or partial and may be due to inflammation of the tendinous or muscular structures outside the joint or of the tissues of the joint itself.
DOID:2272	vulvovaginal candidiasis	A candidiasis that involves fungal infection of the vaginal mucous membranes in women caused by Candida albicans. The symptoms include intense vulval pruritus, burning, erythema and dyspareunia associated with a creamy white, curd-like discharge.
DOID:2273	vulvovaginitis	
DOID:2275	pharyngitis	An upper respiratory tract disease involving inflammation of the throat or pharynx resulting from bacterial, viral, fungal infections or irritants like pollutants or chemical substances and smoking. The infection is often referred to as \
DOID:2277	gonadal disease	An endocrine system disease that is located_in the gonads.
DOID:2280	hidradenitis suppurativa	
DOID:2282	hidradenitis	
DOID:2283	keratopathy	
DOID:2286	capillary lymphangioma	
DOID:229	female reproductive system disease	A reproductive system disease that impairs the ability to reproduce and is located in the uterus, vagina, cervix, ovaries or fallopian tubes.
DOID:2297	leptospirosis	A primary bacterial infectious disease that involves systemic infection, has_material_basis_in Leptospira, which is transmitted_by contact with water, food, or soil containing urine from the infected animals. The infection has_symptom jaundice, has_symptom chills, has_symptom fever, has_symptom muscle pain, and has_symptom hepatomegaly.
DOID:230	lateral sclerosis	A motor neuron disease characterized by painless but progressive weakness and stiffness of the muscles of the legs.
DOID:2300	spondylolysis	A bone structure disease that involves a defect located_in lumbar vertebral column.
DOID:2301	atrophy of prostate	
DOID:2303	stereotypic movement disorder	A specific developmental disorder that is characterized by repeated, rhythmic, purposeless movements or activities such as head banging, nail biting, or body rocking.
DOID:231	motor neuron disease	A neurodegenerative disease that is located_in the motor neurones.
DOID:2312	nocardiosis	An opportunistic bacterial infectious disease that results_in disseminated infection in immunocompromised hosts, has_material_basis_in Nocardia asteroides. The infection has_symptom pneumonia, has_symptom cellulitis, has_symptom lesions in the brain or meninges, and has_symptom ascending regional lymphadenopathy.
DOID:2314	malt worker's lung	An extrinsic allergic alveolitis which is caused by inhalation of fungal spores of Aspergillus clavatus and Aspergillus fumigatus from moldy barley.
DOID:2316	brain ischemia	
DOID:2320	obstructive lung disease	
DOID:2321	dyspepsia	
DOID:2326	gastroenteritis	A gastrointestinal system infectious disease that involves inflammation of the lining of the stomach and small and large intestines, which is caused by viruses, bacteria, or parasites. Chemicals and drugs also cause gastroenteritis. The symptoms include diarrhea, loss of appetite, nausea, vomiting, cramps, and discomfort in the abdomen.
DOID:2327	viral gastritis	A gastrointestinal system infectious disease that involves inflammation of the stomach lining caused by viruses. The symptoms include abdominal pain, indigestion, ulcer formation, abdominal bloating, nausea and vomiting.
DOID:2338	mandibular cancer	A jaw cancer and mandibular disease that affects your lower jawbone.
DOID:2339	Crouzon syndrome	A craniosynostosis that involves premature fusion of certain skull bones. This early fusion prevents the skull from growing normally and affects the shape of the head and face. The disease is associated with mutations in the FGFR2 gene.
DOID:234	colon adenocarcinoma	A colon carcinoma that derives_from epithelial cells of glandular origin.
DOID:2340	craniosynostosis	A synostosis that results_in premature fusion located_in skull.
DOID:2344	polyclonal hypergammaglobulinemia	
DOID:2345	plasma protein metabolism disease	An inherited metabolic disorder that involves plasma protein metabolism malfunction.
DOID:2346	monoclonal paraproteinemia	
DOID:2347	generalized atherosclerosis	
DOID:2348	arteriosclerotic cardiovascular disease	
DOID:2349	arteriosclerosis	An artery disease that is characterized by a thickening and hardening of arterial walls in the arteries.
DOID:235	colonic benign neoplasm	An intestinal benign neoplasm that is located_in the colon.
DOID:2351	iron metabolism disease	
DOID:2352	hemochromatosis	A metal metabolism disorder characterized by the accumulation of iron in various organs of the body.
DOID:2354	myelophthisic anemia	An aplastic anemia that is characterized by displacement of hemopoietic bone-marrow tissue either by fibrosis, tumors or granulomas.
DOID:2355	anemia	A hematopoietic system disease that is characterized by a decrease in the normal number of red blood cells.
DOID:2361	macrocytic anemia	
DOID:2364	post-thrombotic syndrome	A venous insufficiency that is characterized by aching pain, heaviness, swelling, cramps, itching, or tingling in the affected limb and is a chronic complication of deep venous thrombosis.
DOID:2365	West Nile encephalitis	A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in West Nile virus, which is transmitted_by Culex, transmitted_by Aedes, and transmitted_by Anopheles species of mosquitoes. The infection has_symptom high fever, has_symptom headache, has_symptom neck stiffness, has_symptom stupor, has_symptom disorientation, has_symptom coma, has_symptom tremors, has_symptom convulsions, has_symptom muscle weakness, has_symptom vision loss, has_symptom numbness, and has_symptom paralysis.
DOID:2366	West Nile fever	A viral infectious disease that results_in infection, has_material_basis_in West Nile virus, which is transmitted_by Culex and transmitted_by Aedes mosquitoes. The infection has_symptom fever, has_symptom sore throat, has_symptom headache, has_symptom body ache, has_symptom nausea, has_symptom maculopapular rash and has_symptom vomiting.
DOID:2367	neuroaxonal dystrophy	
DOID:2368	gangliosidosis	
DOID:2373	hereditary elliptocytosis	A hematopoietic system disease characterized by oval or elliptical red blood cells, slight or absent hemolysis with little or no anemia; splenomegaly is often present.
DOID:2377	multiple sclerosis	A demyelinating disease that involves damage to the fatty myelin sheaths around the axons of the brain and spinal cord resulting in demyelination and scarring.
DOID:2378	relapsing-remitting multiple sclerosis	A multiple sclerosis that is characterized by relapse (attacks of symptom flare-ups) followed by remission (periods of recovery). Symptoms may vary from mild to severe, and relapses and remissions may last for days or months. More than 80 percent of people who have MS begin with relapsing-remitting cycles.
DOID:238	pupil disease	
DOID:2382	kernicterus	A brain disease that is characterized by hyperbilirubinemia-induced brain dysfunction.
DOID:2383	neonatal jaundice	A pigmentation disease characterized by a high level of bilirubin in the blood, causing a yellowing of the skin and other tissues of a newborn infant.
DOID:2384	Wernicke encephalopathy	A brain disease that is characterised by the presence of neurological symptoms of ophthalmoplegia, ataxia, and confusion caused by biochemical lesions of the central nervous system after exhaustion of B-vitamin reserves, in particular thiamine (vitamin B1).
DOID:2388	renal artery disease	
DOID:2392	glandular cystitis	
DOID:2394	ovarian cancer	A female reproductive organ cancer that is located_in the ovary.
DOID:240	iris disease	
DOID:2401	clitoris cancer	
DOID:2409	rhinosporidiosis	A parasitic Ichthyosporea infectious disease that is a chronic granulomatous infection of the mucous membranes caused by the parasite Rhinosporidium seeberi, which manifests as vascular friable polyps that arise from the nasal mucosa or external structures of the eye. Disease of the skin, mouth, upper airways, ear, genitals, and rectum has also been observed.
DOID:2410	skin granular cell tumor	
DOID:2411	granular cell tumor	
DOID:2425	cutaneous ganglioneuroma	
DOID:2426	gangliocytoma	
DOID:2430	skin glomus tumor	
DOID:2431	glomus tumor	A hemangiopericytic tumor that is a mesenchymal neoplasm composed of cells that closely resemble the modified smooth muscle cells of the normal glomus body.
DOID:2433	epidermal appendage tumor	
DOID:2435	skin glomangioma	
DOID:2436	glomangioma	
DOID:2438	dermis tumor	
DOID:2441	frontal sinus squamous cell carcinoma	
DOID:2444	hyperpituitarism	
DOID:2449	acromegaly	A disease of metabolism that has_material_basis_in excessive growth hormone production which results_in enlargement located_in limb.
DOID:2450	central retinal vein occlusion	
DOID:2451	protein S deficiency	
DOID:2452	thrombophilia	
DOID:2455	angular blepharoconjunctivitis	A blepharoconjunctivitis that is characterized by fissuring, scaling, maceration and erythema of the lateral or medial canthal area.
DOID:2456	blepharoconjunctivitis	A blepharitis that is characterized by the dual combination of conjunctivitis with blepharitis.
DOID:2457	giant papillary conjunctivitis	
DOID:2458	papillary conjunctivitis	
DOID:2460	anterior dislocation of lens	
DOID:2462	retinal vascular disease	
DOID:2468	psychotic disorder	A cognitive disorder that involves abnormal thinking and perceptions resulting in a disconnection with reality.
DOID:2473	opportunistic mycosis	A systemic mycosis that results_in fungal infection located_in human body of immunocompromised individuals, has_material_basis_in Fungi. The organisms invade via the respiratory tract, alimentary tract, or intravascular devices.
DOID:2474	vernal conjunctivitis	
DOID:2475	chronic conjunctivitis	
DOID:2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
DOID:2477	motor peripheral neuropathy	
DOID:2479	central nervous system origin vertigo	
DOID:248	trachea leiomyoma	
DOID:2481	infantile epileptic encephalopathy	
DOID:2485	phosphorus metabolism disease	
DOID:2490	congenital nervous system abnormality	
DOID:2491	sensory peripheral neuropathy	A neuropathy that involves damage to nerves of the peripheral nervous system.
DOID:2493	gastric antral vascular ectasia	
DOID:2494	angiodysplasia	A vascular disease that is characterized as a small vascular malformation of the gut.
DOID:2495	senile angioma	
DOID:2497	enamel erosion	
DOID:2498	tooth erosion	
DOID:2508	Takayasu's arteritis	A syndrome that involves inflammation of the aorta that carries blood from the heart to the rest of the body.
DOID:251	alcohol-induced mental disorder	
DOID:2510	Kluver-Bucy syndrome	An impulse control disorder that involves abnormalities in memory, social and sexual functioning and idiosyncratic behaviors resulting from damage from trauma or infection to both temporal lobes causing individuals to put objects in their mouths and engage in inappropriate sexual behavior.
DOID:2512	nevoid basal cell carcinoma syndrome	
DOID:2513	basal cell carcinoma	A skin carcinoma affecting basal cells.
DOID:2516	intracranial cavernous angioma	
DOID:2517	intracranial structure hemangioma	
DOID:2518	orchitis	
DOID:2519	testicular disease	
DOID:252	alcoholic psychosis	
DOID:2526	prostate adenocarcinoma	A prostate carcinoma that derives_from epithelial cells of glandular origin.
DOID:2527	nephrosis	
DOID:2529	splenic disease	
DOID:2530	splenic abscess	
DOID:2531	hematologic cancer	An immune system cancer located_in the hematological system that is characterized by uncontrolled cellular proliferation in blood, bone marrow and lymph nodes.
DOID:2533	splenic infarction	
DOID:2536	chronic inflammatory demyelinating polyneuritis	
DOID:2537	inflammatory and toxic neuropathy	
DOID:2538	Landau-Kleffner syndrome	
DOID:254	hemangioma of intra-abdominal structure	
DOID:2544	extratemporal epilepsy	An epilepsy syndrome that is located_in an area of the brain other than the temporal lobe.
DOID:2548	reflex epilepsy	
DOID:255	hemangioma	A cell type benign neoplasm that has_physical_basis_in endothelial cells that line blood vessels and is characterised by increased number of normal or abnormal vessels filled with blood.
DOID:2550	tactile epilepsy	
DOID:2555	granulomatous angiitis	
DOID:2556	relapsing polychondritis	
DOID:2557	chondromalacia	
DOID:2559	opiate dependence	A drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance.
DOID:256	hemangioma of spleen	
DOID:2560	morphine dependence	An opiate dependence that involves the continued use of morphine despite despite problems related to use of the substance.
DOID:2562	suppurative periapical periodontitis	
DOID:2565	macular corneal dystrophy	A corneal dystrophy that is characterized by corneal haze, bilateral loss of vision, eventually necessitating corneal transplantation resulting from progressive punctate opacities in the cornea.
DOID:2566	corneal dystrophy	
DOID:2568	cervicitis	
DOID:2569	retinal drusen	
DOID:2570	malignant histiocytic disease	
DOID:2571	Langerhans-cell histiocytosis	A histiocytosis that is characterized by clonal proliferation of Langerhans cells.
DOID:2575	barbiturate dependence	A drug dependence that involves the continued use of barbiturates despite problems related to use of the substance.
DOID:2580	rhizomelic chondrodysplasia punctata	A genetic disease that is characterized by systemic shortening of the proximal bones (i.e. rhizomelia), seizures, recurrent respiratory tract infections, and congential cataracts and has_material_basis_in mutations of the alkyldihydroxyacetonephosphate synthase (alkyl-DHAP synthase) gene.
DOID:2581	chondrodysplasia punctata	
DOID:2582	acatalasia	
DOID:2583	agammaglobulinemia	A B cell deficiency that is caused by a reduction in all types of gamma globulins.
DOID:2590	familial nephrotic syndrome	
DOID:2595	glottis cancer	
DOID:2596	larynx cancer	A respiratory system cancer that is located_in the larynx.
DOID:2597	glottis neoplasm	
DOID:2598	laryngeal benign neoplasm	
DOID:2599	glottis carcinoma	
DOID:26	pancreas disease	An endocrine system disease that is located_in the pancreas.
DOID:260	hepatic flexure cancer	
DOID:2600	laryngeal carcinoma	A larynx cancer that has_material_basis_in epithelial cells.
DOID:2601	juxtacortical chondroma	
DOID:2602	chondroma	A cell type benign neoplasm that is a cartilaginous tumor encapsulated with a lobular growing pattern.
DOID:2609	adenomyoma	A carcinosarcoma that has_material_basis_in gland and muscle components.
DOID:261	transverse colon cancer	
DOID:2614	serous surface papilloma	
DOID:2615	papilloma	A cell type benign neoplam that is composed_of epithelial tissue on papillae of vascularized connective tissue.
DOID:2616	Wolffian duct adenoma	
DOID:262	kidney hemangiopericytoma	A kidney cancer which is manifested in the kidney.
DOID:2621	autonomic nervous system neoplasm	A peripheral nervous system neoplasm that is located_in the autonomic nervous system.
DOID:2626	choroid plexus papilloma	
DOID:263	kidney cancer	A urinary system cancer that is located_in the kidney.
DOID:2632	papillary serous adenocarcinoma	A papillary adenocarcinoma that derives_from epithelial cells originating in glandular tissue, which form complex papillary structures with psammoma bodies.
DOID:2634	cystadenoma	An adenoma that is a cystic.
DOID:2636	ovarian Brenner tumor	An ovarian benign neoplasm that has_material_basis_in the surface epithelium of the ovary.
DOID:2639	breast pericanalicular fibroadenoma	
DOID:264	hemangiopericytoma	A soft tissue cancer that is a soft tissue sarcoma and originates in the pericytes in the walls of capillaries.
DOID:2640	struma ovarii	
DOID:2641	ovarian germ cell monodermal and highly specialized teratoma	
DOID:2643	perivascular epithelioid cell tumor	
DOID:2645	benign mesothelioma	A cell type benign neoplasm that has_material_basis in mesothelium.
DOID:2647	parachordoma	
DOID:2648	sebaceous adenoma	
DOID:2649	chondroblastoma	
DOID:265	spleen angiosarcoma	An angiosarcoma and hemangioma of intra-abdominal structure and malignant soft tissue neoplasm of the spleen that results_in a nonhematolymphoid malignant neoplasm of the spleen.
DOID:2653	benign fibrous mesothelioma	
DOID:2656	breast intracanalicular fibroadenoma	
DOID:2658	dermoid cyst	
DOID:2660	cystic teratoma	
DOID:2661	myoepithelioma	A sweat gland neoplasm that is composed_of outgrowths of myoepithelial cells from a sweat gland.
DOID:2664	sweat gland neoplasm	
DOID:2667	benign mesenchymoma	
DOID:2668	mesenchymoma	
DOID:2669	Pacinian tumor	
DOID:2670	transitional papilloma	
DOID:2671	transitional cell carcinoma	A carcinoma that derives_from transitional epithelial cells.
DOID:2673	cystic nephroma	
DOID:2678	adult mesoblastic nephroma	A mixed neoplasm that is seen mostly in early infancy and that consists of classic and cellular (atypical) variants.
DOID:2679	dysembryoplastic neuroepithelial tumor	
DOID:268	liver angiosarcoma	An angiosarcoma and sarcoma of liver and hemangioma of intra-abdominal structure and Ca liver - primary that is located_in the liver.
DOID:2682	intracystic papillary adenoma	
DOID:2683	adenofibroma	A cell type benign neoplasm that is composed_of glandular and fibrous tissues, with a relatively large proportion of glands.
DOID:2685	ossifying fibromyxoid tumor	
DOID:2687	skin sarcoma	
DOID:2689	lymphangiosarcoma	A lymphatic system cancer that has_material_basis_in endothelial cells located_in lymphatic vessels.
DOID:2691	myoma	
DOID:2696	Leydig cell tumor	
DOID:2697	renal adenoma	
DOID:2698	nephrogenic adenofibroma	
DOID:270	liver sarcoma	A sarcoma and malignant non-epithelial hepatic and intrahepatic bile duct neoplasm sthat is located_in the liver.
DOID:2700	mucinous adenofibroma	
DOID:2701	nodular tenosynovitis	
DOID:2702	pigmented villonodular synovitis	
DOID:2703	synovitis	A connective tissue disease that results_in inflammation located_in synovial membrane that lines a synovial joint which causes pain and swelling.
DOID:2704	malignant giant cell tumor of the tendon sheath	
DOID:2705	malignant giant cell tumor	
DOID:2706	synovium cancer	
DOID:2708	mushroom workers' lung	An extrinsic allergic alveolitis involving inflammation of the alveoli within the lung caused by hypersensitivity to the inhalation of organic dust particles derived from either the mushrooms, their spores or the compost in which the mushrooms are grown. It is usually caused by the spores of thermophilic actinomycetes.
DOID:271	hemangioma of liver	
DOID:2710	sick building syndrome	An extrinsic allergic alveolitis that is characterized by a set of symptoms such as headache, fatigue, eye irritation, and breathing difficulties that affect workers in modern airtight office buildings. The disease is caused by indoor pollutants (as formaldehyde fumes, particulate matter, or microorganisms), and the symptoms tend to disappear when affected individuals leave the building.
DOID:2712	phimosis	
DOID:2717	Bloom syndrome	An autosomal recessive disease characterized by sun sensitivity, short stature, predisposition to the development of cancer and genomic instability.
DOID:2718	hemopneumothorax	
DOID:272	hepatic vascular disease	A vascular disease that is located_in the liver.
DOID:2722	acrodermatitis	A dermatitis that selectively affects the hands and feet.
DOID:2723	dermatitis	A skin disease characterized by itchy, erythematous, vesicular, weeping and crusting patches of skin.
DOID:2725	capillary hemangioma	
DOID:2729	dyskeratosis congenita	A skin disease characterized by cutaneous pigmentation, premature graying, dystrophy of the nails, leukoplakia of the oral mucosa, continuous lacrimation due to atresia of the lacrimal ducts, often thrombocytopenia, anemia, testicular atrophy in the male carriers and predisposition to cancer.
DOID:2730	epidermolysis bullosa	
DOID:2731	vesiculobullous skin disease	
DOID:2732	Rothmund-Thomson syndrome	
DOID:2733	skin atrophy	
DOID:2734	keratosis follicularis	
DOID:2736	Hajdu-Cheney syndrome	
DOID:2738	pseudoxanthoma elasticum	An autosomal recessive disease characterized by the accumulation of deposits of calcium and other minerals in elastic fibers, which are a component of connective tissue, this can result in changes in the skin, eyes, cardiovascular system and gastrointestinal system.
DOID:2739	Gilbert syndrome	A bilirubin metabolic disorder that involves elevated levels of unconjugated bilirubin as bilirubin is not being conjugated as a result of reduced glucuronyltransferase activity.
DOID:2741	bilirubin metabolic disorder	An inherited metabolic disorder that involves elevated levels of bilirubin resulting from disruption of bilirubin metabolism.
DOID:2742	auditory system disease	
DOID:2743	pyeloureteritis cystica	
DOID:2744	pyelitis	
DOID:2745	narcissistic personality disorder	A personality disorder that involves an excessive preoccupation with issues of personal adequacy, power, prestige and vanity.
DOID:2746	glycogen storage disease V	
DOID:2747	glycogen storage disease	A glycogen metabolism disorder that has_material_basis_in enzymes deficiencies necessary in the processing of glycogen synthesis or breakdown within muscles, liver, and other cell types.
DOID:2748	glycogen storage disease III	
DOID:2749	glycogen storage disease I	A glycogen storage disease that has_material_basis_in deficiency of the glucose-6-phosphatase enzyme which impairs the ability of the liver to produce free glucose from glycogen and from gluconeogenesis and is characterized by accumulation of glycogen and fat in the liver and kidneys, resulting in hepatomegaly and renomegaly.
DOID:275	gastric hemangioma	
DOID:2750	glycogen storage disease IV	
DOID:2751	glycogen storage disease VIII	
DOID:2752	glycogen storage disease II	A glycogen storage disease that has_material_basis_in deficiency of the lysosomal acid alpha-glucosidase enzyme resulting in damage to muscle and nerve cells due to an accumulation of glycogen in the lysosome.
DOID:2754	glycogen storage disease VI	A glycogen storage disease characterized by enlargement of the liver, moderately low blood sugar, elevated levels of acetone and other ketone bodies in the blood and moderate growth retardation.
DOID:2755	Mycobacterium avium complex disease	A primary bacterial infectious disease that results_in infection, has_material_basis_in Mycobacterium avium complex (MAC), which is transmitted_by inhalation or transmitted_by ingestion of via the respiratory or gastrointestinal tract respectively. The bacteria cause disseminated infection in HIV infected people, while pulmonary disease in immunocompetent persons.
DOID:2762	bone carcinoma	A bone cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:2763	ethmoid sinus squamous cell carcinoma	
DOID:2764	ethmoid sinus adenoid cystic carcinoma	
DOID:2766	ethmoid sinus adenocarcinoma	An ethmoid sinus cancer that derives_from epithelial cells of glandular origin.
DOID:2768	transient tic disorder	A tic disorder that consists of multiple motor and/or phonic tics with duration of at least 4 weeks, but less than 12 months.
DOID:2769	tic disorder	A specific developmental disorder that is characterized by the persistent presence of involuntary brief movements or sounds occuring intermittently and unpredictably out of a background of normal motor activity.
DOID:277	chorioangioma	
DOID:2772	irritant dermatitis	
DOID:2773	contact dermatitis	
DOID:2775	long bone adamantinoma	An adamantinoma that is located_in the long bones and results_in focal epithelial differentiation.
DOID:2776	adamantinoma	A bone cancer that is located_in almost exclusively in the long bones.
DOID:2780	rectosigmoid junction neoplasm	
DOID:2781	rectosigmoid cancer	
DOID:2782	rectosigmoid junction cancer	
DOID:2784	lung sarcoma	A lung cancer that is located_in the lung and that arises from transformed cells of mesenchymal origin.
DOID:2785	Dandy-Walker syndrome	A cerebellar disease that is characterized by hypoplasia and upward rotation of the cerebellar vermis and cystic dilation of the fourth ventricle.
DOID:2786	cerebellar disease	
DOID:2789	parasitic protozoa infectious disease	A parasitic infectious disease that is caused by parasitic protozoa which are microorganisms classified as unicellular eukaryotes.
DOID:2790	necatoriasis	A parasitic helminthiasis infectious disease that involves infection of the small intestine of humans, dogs and cats by the nematode Necator americanus causing abdominal pain, diarrhea, cramps, weight loss and anemia. Cutaneous larvae migrans in humans is characterized by skin ruptures and severe itching.
DOID:2797	idiopathic interstitial pneumonia	A pneumonia located_in the lung parenchyma of unknown cause.
DOID:2799	bronchiolitis obliterans	A obstructive lung disease involving obstruction of the bronchioles due to inflammation and fibrosis which occurs as a complication of various lung conditions or physiological insults.
DOID:28	endocrine system disease	A disease of anatomical entity that is located_in endocrine glands which secretes a type of hormone directly into the bloodstream to regulate the body.
DOID:2800	acute interstitial pneumonia	A idiopathic interstitial pneumonia which develops suddenly and is severe. Initially, the lung shows edema, hyaline membranes, and interstitial acute inflammation. Later,it develops loose organizing fibrosis, mostly within alveolar septa and type II pneumocyte hyperplasia. Fever, cough, and difficulty breathing develop over 1 to 2 weeks, typically progressing to acute respiratory failure.
DOID:2801	nonspecific interstitial pneumonia	An idiopathic interstitial pneumonia that occurs mainly in women, people who do not smoke, and people younger than 50 years with no known cause or risk factors. Lung biopsies may show predominantly interstitial inflammation or fibrosis or a combination of inflammation and fibrosis. A dry cough and shortness of breath develop over 6 to 18 months. Low-grade fever and a feeling of illness (malaise) may occur.
DOID:2810	middle lobe syndrome	A lung disease that is defined as a recurrent or chronic collapse of the right middle lobe, right upper lobe or lingula of the lung. It is caused by endobronchial tumour, granulomatous infections, lymphadenopathy, foreign bodies, endobronchial silicotic nodules, inspissated mucus associated with cystic fibrosis or inflammation as a result of an infection.
DOID:2814	malignant neoplasm of acoustic nerve	
DOID:2815	cranial nerve malignant neoplasm	
DOID:2816	malignant oculomotor nerve tumor	
DOID:2817	cranial nerve III tumor	
DOID:2825	nose disease	
DOID:2828	acalculous cholecystitis	
DOID:2832	geotrichosis	An opportunistic mycosis that has_material_basis_in Galactomyces geotrichum, results_in systemic infection in immunocompromised people.
DOID:2833	dehydration polycythemia	
DOID:2834	acquired polycythemia	
DOID:2835	polycythemia due to hypoxia	
DOID:2838	stress polycythemia	
DOID:2839	erythropoietin polycythemia	
DOID:2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
DOID:2842	Jervell-Lange Nielsen syndrome	
DOID:2843	long QT syndrome	An autosomal genetic disease that is characterized by delayed repolarization of the heart following a heartbeat increases the risk of episodes of torsade de pointes (TDP, a form of irregular heartbeat that originates from the ventricles).
DOID:2846	bruxism	A sleep disorder that involves involuntarily grinding or clenching of the teeth while sleeping.
DOID:2848	melancholia	
DOID:285	hairy cell leukemia	A chronic lymphocytic leukemia that is characterized by over production of B cells (lymphocytes) by the bone marrow where the B cells appear hairy under a microscope.
DOID:2855	hyperthyroxinemia	
DOID:2856	euthyroid sick syndrome	
DOID:2859	hemoglobin C disease	
DOID:2860	hemoglobinopathy	
DOID:2861	congenital nonspherocytic hemolytic anemia	
DOID:2862	glucosephosphate dehydrogenase deficiency	A carbohydrate metabolic disorder that is characterised by abnormally low levels of glucose-6-phosphate dehydrogenase (abbreviated G6PD or G6PDH).
DOID:2870	endometrial adenocarcinoma	An endometrial carcinoma that derives_from epithelial cells of glandular origin.
DOID:2871	endometrial carcinoma	A endometrial cancer that is located_in the tissue lining the uterus.
DOID:2876	laryngeal squamous cell carcinoma	A laryngeal carcinoma that has_material_basis_in squamous cells.
DOID:2877	larynx sarcoma	A larynx cancer that has_material_basis_in abnormally proliferating cells derives_from embryonic mesoderm.
DOID:2879	nodular degeneration of cornea	
DOID:288	endometriosis of uterus	
DOID:2883	prostatic adenoma	
DOID:2885	benign prostate phyllodes tumor	
DOID:2887	prostate leiomyoma	
DOID:2889	retrocochlear disease	
DOID:289	endometriosis	A female reproductive system disease characterized by the growth of endometrial tissue outside the uterine body.
DOID:2891	thyroid adenoma	
DOID:2892	exocervical carcinoma	
DOID:2893	cervix carcinoma	A cervical cancer that is located_in the cervix uteri or located_in the cervical area and that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:2907	Goldenhar syndrome	A syndrome that is characterized by incomplete development of the ear, nose, soft palate, lip, and mandible. It is associated with anomalous development of the first branchial arch and second branchial arch.
DOID:2908	Treacher Collins syndrome	
DOID:2913	acute pancreatitis	
DOID:2914	immune system disease	A disease of anatomical entity that is located_in the immune system.
DOID:2916	hypersensitivity reaction type IV disease	
DOID:2917	cryoglobulinemia	A hypersensitivity reaction type IV disease that involves large amounts of cryoglobulins in the blood which become thick or gel-like in cold temperatures.
DOID:292	lacrimal system cancer	
DOID:2920	membranoproliferative glomerulonephritis	
DOID:2921	glomerulonephritis	A nephritis that causes inflammation of the glomeruli located_in kidney.
DOID:2926	Klippel-Trenaunay syndrome	A syndrome that is characterized by large cutaneous hemangiomata with hypertrophy of the related bones and soft tissues.
DOID:2929	Newcastle disease	A viral infectious disease that results_in infection in birds and humans, has_material_basis_in Newcastle disease virus, which is transmitted_by contact with feces and urine of an infected bird, or transmitted_by fomites. The infection has_symptom conjunctivitis, has_symptom headache, and has_symptom lacrimation in humans, and has_symptom gasping, has_symptom coughing, has_symptom twisting of head and neck, has_symptom circling, has_symptom complete paralysis, has_symptom watery diarrhea, and has_symptom reduced egg production in birds.
DOID:293	lacrimal gland carcinoma	
DOID:2934	aleutian mink disease	A viral infectious disease that results_in inflammatory destruction located_in blood vessels of minks and rarely in humans, which has_material_basis_in Aleutian mink disease virus. The infection has_symptom weight loss, has_symptom hepatomegaly, has_symptom enlarged spleen, and has_symptom anemia.
DOID:2935	Chediak-Higashi syndrome	An autosomal recessive disease characterized by oculocutaneous albinism, immune deficiency, coagulation deficiency and neuropathy; it is that has material basis in mutations in the CHS1 gene.
DOID:294	lacrimal gland cancer	
DOID:2942	bronchiolitis	A lung disease that is an inflammation of the bronchioles, the smallest air passages of the lungs. It is caused by viruses and bacteria. The disease has_symptom cough, has_symptom wheezing, has_symptom shortness of breath, has_symptom fever, has_symptom nasal flaring in infants and has_symptom bluish skin due to lack of oxygen.
